order_code,client_id,client_name,ThoiGianTao,ThoiGianLayThanhCong,ThoiGianXuatKienDauTien,ThoiGianGiaoThanhCong,TrangThaiHienTai,KhoLay_ID,KhoLay,KhoGiao_ID,KhoGiao,VungGiao,TinhGiao,weight,converted_weight,KL_TinhCuoc,length,width,height,SoKhoi_M3,ThoiGianNhanKienDauTien,weight_kg,converted_weight_kg,KL_TinhCuoc_kg
GYXQM3UH,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.640000+00:00,2026-06-26 22:00:05.198000+00:00,2026-06-26 22:21:12.614000+00:00,2026-06-28 11:15:47.132000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21160000,Kho Giao Hàng Nặng - Việt Trì - Phú Thọ,Khu vực 3,Phú Thọ,,,,10,10,10,0.0,2026-06-26 22:38:11.320000+00:00,4.5,0.2,4.5
GYXQM3UK,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.251000+00:00,2026-06-26 22:00:02.490000+00:00,2026-06-26 22:21:12.077000+00:00,2026-06-27 11:31:37.570000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22423000,Kho Giao Hàng Nặng - Ân Thi - Hưng Yên,Khu vực 3,Hưng Yên,,,,10,10,10,0.0,2026-06-26 22:33:11.661000+00:00,22.6,0.2,22.6
GYXQM3U4,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.224000+00:00,2026-06-25 21:28:19.110000+00:00,2026-06-25 21:38:04.550000+00:00,2026-06-27 09:33:28.197000+00:00,delivered,1297,Key Account Warehouse Ha Noi,20991000,(YBA) Cát Thịnh,Khu vực 3,Yên Bái,,,,10,10,10,0.0,2026-06-25 21:49:02.803000+00:00,9.6,0.2,9.6
GYXQM3U3,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.181000+00:00,2026-06-26 22:00:08.540000+00:00,2026-06-26 22:21:10.050000+00:00,2026-06-28 10:48:53.291000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22964000,(VPH) Lập Thạch,Khu vực 3,Vĩnh Phúc,,,,10,10,10,0.0,2026-06-26 22:42:01.348000+00:00,4.8,0.2,4.8
GYXQM3UB,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.180000+00:00,2026-06-26 22:00:17.336000+00:00,2026-06-26 22:21:11.179000+00:00,2026-06-28 13:13:28.669000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21337000,Kho Giao Hàng Nặng - Tân Bình - Hải Dương,Khu vực 3,Hải Dương,,,,10,10,10,0.0,2026-06-26 22:46:29.553000+00:00,3.4,0.2,3.4
GYXQM3UP,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.177000+00:00,2026-06-26 22:00:08.884000+00:00,2026-06-26 22:21:12.696000+00:00,2026-06-28 09:14:35.737000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22118000,(PTH) Thanh Ba,Khu vực 3,Phú Thọ,,,,10,10,10,0.0,2026-06-26 22:49:44.892000+00:00,22.6,0.2,22.6
GYXQM3UD,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.173000+00:00,2026-06-26 22:00:10.055000+00:00,2026-06-26 22:21:09.783000+00:00,2026-06-28 10:50:52.764000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21152000,Kho Giao Hàng Nặng - Việt Yên - Bắc Giang,Khu vực 3,Bắc Giang,,,,10,10,10,0.0,2026-06-26 22:52:20.705000+00:00,2.9,0.2,2.9
GYXQM3UN,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.169000+00:00,2026-06-26 22:00:17.676000+00:00,2026-06-26 22:21:10.135000+00:00,2026-06-28 09:54:07.697000+00:00,delivered,1297,Key Account Warehouse Ha Noi,23045000,(THN) Bình Yên,Khu vực 3,Thái Nguyên,,,,10,10,10,0.0,2026-06-26 22:48:21.462000+00:00,3.4,0.2,3.4
GYXQM3U6,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.166000+00:00,2026-06-26 22:00:07.360000+00:00,2026-06-26 22:21:09.764000+00:00,2026-06-28 10:06:27.782000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21159000,Kho Giao Hàng Nặng - TP Tuyên Quang - Tuyên Quang,Khu vực 3,Tuyên Quang,,,,10,10,10,0.0,2026-06-26 22:43:54.645000+00:00,2.6,0.2,2.6
GYXQM3UV,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.164000+00:00,2026-06-26 22:00:07.940000+00:00,2026-06-26 22:21:13.178000+00:00,2026-06-28 20:20:04.799000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,0.0,2026-06-26 22:43:02.078000+00:00,2.6,0.2,2.6
GYXQM3U9,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.163000+00:00,2026-06-26 22:00:21.337000+00:00,2026-06-26 22:21:09.781000+00:00,2026-06-27 18:01:53.597000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21430000,(BGI) Kép,Khu vực 3,Bắc Giang,,,,10,10,10,0.0,2026-06-26 22:56:47.669000+00:00,3.4,0.2,3.4
GYXQM3UC,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.158000+00:00,2026-06-26 22:00:17.964000+00:00,2026-06-26 22:21:10.838000+00:00,2026-06-28 18:03:56.074000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21438000,(DBI) Thanh An,Khu vực 3,Điện Biên,,,,10,10,10,0.0,2026-06-26 22:48:50.803000+00:00,3.4,0.2,3.4
GYXQM3UU,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.156000+00:00,2026-06-26 22:00:03.181000+00:00,2026-06-26 22:21:13.050000+00:00,2026-06-28 12:53:42.565000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,0.0,2026-06-26 22:32:32.037000+00:00,22.2,0.2,22.2
GYXQM3U7,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.130000+00:00,2026-06-26 22:00:19.506000+00:00,2026-06-26 22:21:11.798000+00:00,2026-06-28 11:51:41.562000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21337000,Kho Giao Hàng Nặng - Tân Bình - Hải Dương,Khu vực 3,Hải Dương,,,,10,10,10,0.0,2026-06-26 22:44:18.836000+00:00,21.1,0.2,21.1
GYXQM3UG,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.130000+00:00,2026-06-26 22:00:21.002000+00:00,2026-06-26 22:21:11.089000+00:00,2026-06-27 14:08:01.037000+00:00,delivered,1297,Key Account Warehouse Ha Noi,20626000,(VPH) Tam Dương,Khu vực 3,Vĩnh Phúc,,,,10,10,10,0.0,2026-06-26 22:56:22.690000+00:00,3.4,0.2,3.4
GYXQM3UF,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.121000+00:00,2026-06-25 21:28:18.546000+00:00,2026-06-25 21:38:05.384000+00:00,2026-06-26 15:43:44.842000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22296000,Kho Giao Hàng Nặng - Tiên Du - Bắc Ninh,Khu vực 3,Bắc Ninh,,,,10,10,10,0.0,2026-06-25 21:49:43.187000+00:00,32.0,0.2,32.0
GYXQM3UQ,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.120000+00:00,2026-06-25 21:28:22.485000+00:00,2026-06-25 21:38:05.583000+00:00,2026-06-27 13:44:06.771000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,0.0,2026-06-25 21:45:54.180000+00:00,27.7,0.2,27.7
GYXQM3GM,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.119000+00:00,2026-06-26 22:00:11.253000+00:00,2026-06-26 22:21:12.756000+00:00,2026-06-28 10:15:02.412000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22851000,(PTH) Đoan Hùng,Khu vực 3,Phú Thọ,,,,10,10,10,0.0,2026-06-26 22:46:07.188000+00:00,1.4,0.2,1.4
GYXQM3UL,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.119000+00:00,2026-06-25 21:28:20.860000+00:00,2026-06-25 21:38:05.223000+00:00,2026-06-27 10:15:19.505000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22765000,(PTH) Hạ Hòa,Khu vực 3,Phú Thọ,,,,10,10,10,0.0,2026-06-25 21:47:18.707000+00:00,8.2,0.2,8.2
GYXQM3GE,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.119000+00:00,2026-06-26 22:00:16.131000+00:00,2026-06-26 22:21:12.356000+00:00,2026-06-28 14:57:25.513000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22296000,Kho Giao Hàng Nặng - Tiên Du - Bắc Ninh,Khu vực 3,Bắc Ninh,,,,10,10,10,0.0,2026-06-26 22:51:26.068000+00:00,1.9,0.2,1.9
GYXQM3GY,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.118000+00:00,2026-06-26 22:00:08.257000+00:00,2026-06-26 22:21:13.174000+00:00,2026-06-28 12:33:04.366000+00:00,delivered,1297,Key Account Warehouse Ha Noi,20381000,(QNI) Uông Bí,Khu vực 3,Quảng Ninh,,,,10,10,10,0.0,2026-06-26 22:42:18.533000+00:00,2.9,0.2,2.9
GYXQM3GR,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.118000+00:00,2026-06-26 22:00:05.823000+00:00,2026-06-26 22:21:10.097000+00:00,2026-06-27 12:42:53.494000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21337000,Kho Giao Hàng Nặng - Tân Bình - Hải Dương,Khu vực 3,Hải Dương,,,,10,10,10,0.0,2026-06-26 22:37:30.781000+00:00,25.4,0.2,25.4
GYXQM3G8,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.117000+00:00,2026-06-26 22:00:07.641000+00:00,2026-06-26 22:21:12.678000+00:00,2026-06-28 13:30:29.517000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21160000,Kho Giao Hàng Nặng - Việt Trì - Phú Thọ,Khu vực 3,Phú Thọ,,,,10,10,10,0.0,2026-06-26 22:43:06.938000+00:00,2.6,0.2,2.6
GYXQM3GX,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.117000+00:00,2026-06-26 22:00:05.505000+00:00,2026-06-26 22:21:09.751000+00:00,2026-06-27 16:34:28.413000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21153000,Kho Giao Hàng Nặng - TP Hạ Long - Quảng Ninh,Khu vực 3,Quảng Ninh,,,,10,10,10,0.0,2026-06-26 22:37:43.146000+00:00,24.0,0.2,24.0
GYXQM3GA,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.117000+00:00,2026-06-25 21:28:21.611000+00:00,2026-06-25 21:38:04.556000+00:00,2026-06-26 16:03:13.499000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21153000,Kho Giao Hàng Nặng - TP Hạ Long - Quảng Ninh,Khu vực 3,Quảng Ninh,,,,10,10,10,0.0,2026-06-25 21:46:48.869000+00:00,9.4,0.2,9.4
GYXQM3GH,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.110000+00:00,2026-06-26 22:00:10.937000+00:00,2026-06-26 22:21:09.763000+00:00,2026-06-28 18:55:07.049000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21153000,Kho Giao Hàng Nặng - TP Hạ Long - Quảng Ninh,Khu vực 3,Quảng Ninh,,,,10,10,10,0.0,2026-06-26 22:45:23.784000+00:00,3.2,0.2,3.2
GYXQM3GW,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.107000+00:00,2026-06-26 22:00:14.026000+00:00,2026-06-26 22:21:11.094000+00:00,2026-06-29 11:48:33.468000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21337000,Kho Giao Hàng Nặng - Tân Bình - Hải Dương,Khu vực 3,Hải Dương,,,,10,10,10,0.0,2026-06-26 22:59:15.378000+00:00,1.4,0.2,1.4
GYXQM3GT,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.107000+00:00,2026-06-25 21:28:20.855000+00:00,2026-06-25 21:38:04.572000+00:00,2026-06-27 18:56:07.394000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21310000,Kho Giao Hàng Nặng - Bình Xuyên - Vĩnh Phúc,Khu vực 3,Vĩnh Phúc,,,,10,10,10,0.0,2026-06-25 21:47:19.933000+00:00,11.0,0.2,11.0
GYXQM3GK,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.105000+00:00,2026-06-25 21:28:18.546000+00:00,2026-06-25 21:38:04.593000+00:00,2026-06-27 13:18:51.106000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21337000,Kho Giao Hàng Nặng - Tân Bình - Hải Dương,Khu vực 3,Hải Dương,,,,10,10,10,0.0,2026-06-25 21:49:41.017000+00:00,9.9,0.2,9.9
GYXQM3G4,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.104000+00:00,2026-06-26 22:00:04.876000+00:00,2026-06-26 22:21:13.815000+00:00,2026-06-28 18:40:34.246000+00:00,delivered,1297,Key Account Warehouse Ha Noi,20381000,(QNI) Uông Bí,Khu vực 3,Quảng Ninh,,,,10,10,10,0.0,2026-06-26 22:39:01.520000+00:00,6.1,0.2,6.1
GYXQM3G3,5035963,MDLZ Miền Bắc,2026-06-23 18:14:33.098000+00:00,2026-06-26 22:00:18.631000+00:00,2026-06-26 22:21:11.375000+00:00,2026-06-27 09:59:58.691000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22423000,Kho Giao Hàng Nặng - Ân Thi - Hưng Yên,Khu vực 3,Hưng Yên,,,,10,10,10,0.0,2026-06-26 22:44:48.820000+00:00,21.1,0.2,21.1
GYXQM3GN,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.626000+00:00,2026-06-25 21:28:25.098000+00:00,2026-06-25 21:38:04.552000+00:00,2026-06-27 09:27:55.775000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21560000,(YBA) Mậu A,Khu vực 3,Yên Bái,,,,10,10,10,0.0,2026-06-25 21:42:29.684000+00:00,9.4,0.2,9.4
GYXQM3G6,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.509000+00:00,2026-06-25 21:28:24.259000+00:00,2026-06-25 21:38:04.575000+00:00,2026-06-27 15:06:41.656000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21310000,Kho Giao Hàng Nặng - Bình Xuyên - Vĩnh Phúc,Khu vực 3,Vĩnh Phúc,,,,10,10,10,0.0,2026-06-25 21:43:57.562000+00:00,14.4,0.2,14.4
GYXQM3G9,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.223000+00:00,2026-06-26 22:00:09.785000+00:00,2026-06-26 22:21:10.084000+00:00,2026-06-28 18:40:12.369000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22844000,(CBA) Tân Giang,Khu vực 3,Cao Bằng,,,,10,10,10,0.0,2026-06-26 22:55:19.448000+00:00,5.1,0.2,5.1
GYXQM3GC,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.187000+00:00,2026-06-26 22:00:16.457000+00:00,2026-06-26 22:21:10.316000+00:00,2026-06-28 10:51:04.624000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21152000,Kho Giao Hàng Nặng - Việt Yên - Bắc Giang,Khu vực 3,Bắc Giang,,,,10,10,10,0.0,2026-06-26 22:51:58.272000+00:00,3.7,0.2,3.7
GYXQM3GU,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.171000+00:00,2026-06-25 21:28:18.547000+00:00,2026-06-25 21:38:04.554000+00:00,2026-06-27 12:08:49.558000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21153000,Kho Giao Hàng Nặng - TP Hạ Long - Quảng Ninh,Khu vực 3,Quảng Ninh,,,,10,10,10,0.0,2026-06-25 21:49:35.581000+00:00,9.9,0.2,9.9
GYXQM3GF,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.152000+00:00,2026-06-25 21:28:20.850000+00:00,2026-06-25 21:38:05.063000+00:00,2026-06-26 18:50:19.253000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22423000,Kho Giao Hàng Nặng - Ân Thi - Hưng Yên,Khu vực 3,Hưng Yên,,,,10,10,10,0.0,2026-06-25 21:47:20.882000+00:00,8.5,0.2,8.5
GYXQM3GQ,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.147000+00:00,2026-06-26 22:00:14.032000+00:00,2026-06-26 22:21:10.737000+00:00,2026-06-28 17:15:07.303000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21155000,Kho Giao Hàng Nặng - Đông Hưng - Thái Bình,Khu vực 3,Thái Bình,,,,10,10,10,0.0,2026-06-26 22:59:08.418000+00:00,1.4,0.2,1.4
GYXQM3GL,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.145000+00:00,2026-06-26 22:00:19.495000+00:00,2026-06-26 22:21:10.892000+00:00,2026-06-28 10:19:57.653000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22964000,(VPH) Lập Thạch,Khu vực 3,Vĩnh Phúc,,,,10,10,10,0.0,2026-06-26 22:45:02.260000+00:00,21.1,0.2,21.1
GYXQM37E,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.143000+00:00,2026-06-26 22:00:11.798000+00:00,2026-06-26 22:21:09.753000+00:00,2026-06-27 15:46:56.513000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21153000,Kho Giao Hàng Nặng - TP Hạ Long - Quảng Ninh,Khu vực 3,Quảng Ninh,,,,10,10,10,0.0,2026-06-26 23:01:42.129000+00:00,3.2,0.2,3.2
GYXQM37M,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.139000+00:00,2026-06-26 22:00:14.333000+00:00,2026-06-26 22:21:11.596000+00:00,2026-06-27 15:33:53.356000+00:00,delivered,1297,Key Account Warehouse Ha Noi,20677000,(NBI) Quang Thiện,Khu vực 3,Ninh Bình,,,,10,10,10,0.0,2026-06-26 22:59:52.881000+00:00,1.1,0.2,1.1
GYXQM37R,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.119000+00:00,2026-06-25 21:28:21.622000+00:00,2026-06-25 21:38:04.943000+00:00,2026-06-26 09:22:24.952000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21151000,Kho Giao Hàng Nặng - Nho Quan - Ninh Bình,Khu vực 3,Ninh Bình,,,,10,10,10,0.0,2026-06-25 21:46:44.067000+00:00,9.6,0.2,9.6
GYXQM37Y,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.101000+00:00,2026-06-26 22:00:13.745000+00:00,2026-06-26 22:21:11.889000+00:00,2026-06-29 12:09:07.520000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21085000,Kho Giao Hàng Nặng - TP Thái Nguyên - Thái Nguyên,Khu vực 3,Thái Nguyên,,,,10,10,10,0.0,2026-06-26 23:00:06.188000+00:00,1.1,0.2,1.1
GYXQM378,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.096000+00:00,2026-06-26 22:00:06.410000+00:00,2026-06-26 22:21:10.535000+00:00,2026-06-27 09:18:19.294000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21151000,Kho Giao Hàng Nặng - Nho Quan - Ninh Bình,Khu vực 3,Ninh Bình,,,,10,10,10,0.0,2026-06-26 22:40:49.125000+00:00,3.8,0.2,3.8
GYXQM37A,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.096000+00:00,2026-06-26 22:00:02.196000+00:00,2026-06-26 22:21:13.016000+00:00,2026-06-27 17:43:04.775000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22204000,(QNI) Mạo Khê,Khu vực 3,Quảng Ninh,,,,10,10,10,0.0,2026-06-26 22:44:42.026000+00:00,21.1,0.2,21.1
GYXQM37X,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.093000+00:00,2026-06-26 22:00:02.195000+00:00,2026-06-26 22:21:10.238000+00:00,2026-06-27 18:42:12.807000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22423000,Kho Giao Hàng Nặng - Ân Thi - Hưng Yên,Khu vực 3,Hưng Yên,,,,10,10,10,0.0,2026-06-26 22:44:35.344000+00:00,21.1,0.2,21.1
GYXQM37H,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.090000+00:00,2026-06-25 21:28:24.916000+00:00,2026-06-25 21:38:05.065000+00:00,2026-06-27 18:23:01.050000+00:00,delivered,1297,Key Account Warehouse Ha Noi,20969000,(BNI) Trung Chính,Khu vực 3,Bắc Ninh,,,,10,10,10,0.0,2026-06-25 21:42:35.421000+00:00,28.2,0.2,28.2
GYXQM37T,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.087000+00:00,2026-06-26 22:00:02.499000+00:00,2026-06-26 22:21:13.038000+00:00,2026-06-28 18:19:27.984000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,0.0,2026-06-26 22:33:24.094000+00:00,22.2,0.2,22.2
GYXQM37W,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.083000+00:00,2026-06-25 21:28:23.449000+00:00,2026-06-25 21:38:04.592000+00:00,2026-06-26 09:32:52.228000+00:00,delivered,1297,Key Account Warehouse Ha Noi,1166,(BKA) Đức Xuân,Khu vực 3,Bắc Kạn,,,,10,10,10,0.0,2026-06-25 21:44:52.943000+00:00,7.4,0.2,7.4
GYXQM37K,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.074000+00:00,2026-06-26 22:00:15.556000+00:00,2026-06-26 22:21:10.998000+00:00,2026-06-27 11:24:56.317000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21155000,Kho Giao Hàng Nặng - Đông Hưng - Thái Bình,Khu vực 3,Thái Bình,,,,10,10,10,0.0,2026-06-26 22:58:11.879000+00:00,3.4,0.2,3.4
GYXQM374,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.072000+00:00,2026-06-26 22:00:05.820000+00:00,2026-06-26 22:21:10.494000+00:00,2026-06-27 17:04:10.461000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21154000,Kho Giao Hàng Nặng - Mỹ Lộc - Nam Định,Khu vực 3,Nam Định,,,,10,10,10,0.0,2026-06-26 22:37:28.348000+00:00,23.0,0.2,23.0
GYXQM373,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.027000+00:00,2026-06-26 22:00:11.799000+00:00,2026-06-26 22:21:13.370000+00:00,2026-06-28 09:58:10.778000+00:00,delivered,1297,Key Account Warehouse Ha Noi,20381000,(QNI) Uông Bí,Khu vực 3,Quảng Ninh,,,,10,10,10,0.0,2026-06-26 23:01:40.316000+00:00,3.2,0.2,3.2
GYXQM37B,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.024000+00:00,2026-06-26 22:00:17.670000+00:00,2026-06-26 22:21:13.639000+00:00,2026-06-28 15:13:16.427000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,0.0,2026-06-26 22:48:24.165000+00:00,3.4,0.2,3.4
GYXQM37P,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.017000+00:00,2026-06-26 22:00:05.822000+00:00,2026-06-26 22:21:12.636000+00:00,2026-06-28 09:56:01.981000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21160000,Kho Giao Hàng Nặng - Việt Trì - Phú Thọ,Khu vực 3,Phú Thọ,,,,10,10,10,0.0,2026-06-26 22:41:17.753000+00:00,24.8,0.2,24.8
GYXQM37D,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.013000+00:00,2026-06-26 22:00:08.255000+00:00,2026-06-26 22:21:12.677000+00:00,2026-06-28 11:28:11.375000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21160000,Kho Giao Hàng Nặng - Việt Trì - Phú Thọ,Khu vực 3,Phú Thọ,,,,10,10,10,0.0,2026-06-26 22:42:16.528000+00:00,3.0,0.2,3.0
GYXQM37N,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.012000+00:00,2026-06-26 22:00:14.298000+00:00,2026-06-26 22:21:09.766000+00:00,2026-06-27 16:14:01.087000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22282000,(HAG) Bắc Quang,Khu vực 3,Hà Giang,,,,10,10,10,0.0,2026-06-26 22:59:47.413000+00:00,1.1,0.2,1.1
GYXQM376,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.009000+00:00,2026-06-26 22:00:02.493000+00:00,2026-06-26 22:21:10.014000+00:00,2026-06-28 18:47:02.448000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21310000,Kho Giao Hàng Nặng - Bình Xuyên - Vĩnh Phúc,Khu vực 3,Vĩnh Phúc,,,,10,10,10,0.0,2026-06-26 22:33:26.920000+00:00,22.2,0.2,22.2
GYXQM37V,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.004000+00:00,2026-06-26 22:00:13.433000+00:00,2026-06-26 22:21:12.318000+00:00,2026-06-28 16:19:13.786000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22296000,Kho Giao Hàng Nặng - Tiên Du - Bắc Ninh,Khu vực 3,Bắc Ninh,,,,10,10,10,0.0,2026-06-26 23:00:08.125000+00:00,1.1,0.2,1.1
GYXQM37C,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.004000+00:00,2026-06-25 21:28:19.992000+00:00,2026-06-25 21:38:05.703000+00:00,2026-06-26 14:41:22.297000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21160000,Kho Giao Hàng Nặng - Việt Trì - Phú Thọ,Khu vực 3,Phú Thọ,,,,10,10,10,0.0,2026-06-25 21:48:16.900000+00:00,6.2,0.2,6.2
GYXQM379,5035963,MDLZ Miền Bắc,2026-06-23 18:14:32.003000+00:00,2026-06-26 22:00:16.134000+00:00,2026-06-26 22:21:11.836000+00:00,2026-06-28 15:43:27.077000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21337000,Kho Giao Hàng Nặng - Tân Bình - Hải Dương,Khu vực 3,Hải Dương,,,,10,10,10,0.0,2026-06-26 22:51:35.472000+00:00,4.5,0.2,4.5
GYXQM37U,5035963,MDLZ Miền Bắc,2026-06-23 18:14:31.998000+00:00,2026-06-26 22:00:11.207000+00:00,2026-06-26 22:21:10.077000+00:00,2026-06-28 15:48:42.556000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21158000,Kho Giao Hàng Nặng - TP Lào Cai - Lào Cai,Khu vực 3,Lào Cai,,,,10,10,10,0.0,2026-06-26 22:46:11.121000+00:00,1.4,0.2,1.4
GYXQM37G,5035963,MDLZ Miền Bắc,2026-06-23 18:14:31.303000+00:00,2026-06-25 21:28:19.986000+00:00,2026-06-25 21:38:04.569000+00:00,2026-06-27 10:20:12.627000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22842000,(HAG) Yên Minh,Khu vực 3,Hà Giang,,,,10,10,10,0.0,2026-06-25 21:48:15.199000+00:00,8.6,0.2,8.6
GYXQM377,5035963,MDLZ Miền Bắc,2026-06-23 18:14:31.298000+00:00,2026-06-26 22:00:08.898000+00:00,2026-06-26 22:21:11.196000+00:00,2026-06-27 14:59:52.678000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21155000,Kho Giao Hàng Nặng - Đông Hưng - Thái Bình,Khu vực 3,Thái Bình,,,,10,10,10,0.0,2026-06-26 22:41:31.215000+00:00,24.8,0.2,24.8
